Generation	NumSamples	Depth	TargetSampleSize	ActualSampleSize
80.067245	2	2	2000	744
80.067245	2	3	2000	852
80.067245	2	4	2000	968
80.067245	2	5	2000	1084
80.067245	2	6	2000	1193
80.067245	2	7	2000	1346
80.067245	2	8	2000	1450
80.067245	2	9	2000	1468
80.067245	2	10	2000	1501
80.067245	4	0	400	395
80.067245	4	1	400	395
80.067245	4	2	400	395
80.067245	4	3	400	394
80.067245	4	4	400	383
80.067245	4	5	400	376
80.067245	4	6	400	378
80.067245	4	7	400	386
80.067245	4	8	400	386
80.067245	4	9	400	383
80.067245	4	10	400	383
80.067245	4	0	4000	1847
80.067245	4	1	4000	1971
80.067245	4	2	4000	2101
80.067245	4	3	4000	2245
80.067245	4	4	4000	2408
80.067245	4	5	4000	2576
80.067245	4	6	4000	2735
80.067245	4	7	4000	2933
80.067245	4	8	4000	2950
80.067245	4	9	4000	2980
80.067245	4	10	4000	3017
90.068787	1	0	100	100
90.068787	1	1	100	100
90.068787	1	2	100	100
90.068787	1	3	100	100
90.068787	1	4	100	94
90.068787	1	5	100	90
90.068787	1	6	100	89
90.068787	1	7	100	93
90.068787	1	8	100	98
90.068787	1	9	100	100
90.068787	1	10	100	100
90.068787	1	0	1000	371
90.068787	1	1	1000	407
90.068787	1	2	1000	444
90.068787	1	3	1000	490
90.068787	1	4	1000	547
90.068787	1	5	1000	594
90.068787	1	6	1000	637
90.068787	1	7	1000	676
90.068787	1	8	1000	809
90.068787	1	9	1000	782
90.068787	1	10	1000	767
90.068787	2	0	200	200
90.068787	2	1	200	200
90.068787	2	2	200	200
90.068787	2	3	200	195
90.068787	2	4	200	184
90.068787	2	5	200	179
90.068787	2	6	200	184
90.068787	2	7	200	193
90.068787	2	8	200	198
90.068787	2	9	200	200
90.068787	2	10	200	200
90.068787	2	0	2000	778
90.068787	2	1	2000	862
90.068787	2	2	2000	953
90.068787	2	3	2000	1079
90.068787	2	4	2000	1208
90.068787	2	5	2000	1290
90.068787	2	6	2000	1338
90.068787	2	7	2000	1461
90.068787	2	8	2000	1577
90.068787	2	9	2000	1544
90.068787	2	10	2000	1538
90.068787	4	0	400	222
90.068787	4	1	400	222
90.068787	4	2	400	231
90.068787	4	3	400	282
90.068787	4	4	400	345
90.068787	4	5	400	379
90.068787	4	6	400	385
90.068787	4	7	400	393
90.068787	4	8	400	398
90.068787	4	9	400	388
90.068787	4	10	400	383
90.068787	4	0	4000	959
90.068787	4	1	4000	1173
90.068787	4	2	4000	1436
90.068787	4	3	4000	1776
90.068787	4	4	4000	2108
90.068787	4	5	4000	2392
90.068787	4	6	4000	2656
90.068787	4	7	4000	2903
90.068787	4	8	4000	3141
90.068787	4	9	4000	3136
90.068787	4	10	4000	3054
100.070290	1	0	100	2
100.070290	1	1	100	2
100.070290	1	2	100	19
100.070290	1	3	100	63
100.070290	1	4	100	100
100.070290	1	5	100	100
100.070290	1	6	100	100
100.070290	1	7	100	96
100.070290	1	8	100	90
100.070290	1	9	100	97
100.070290	1	10	100	100
100.070290	1	0	1000	85
100.070290	1	1	1000	169
100.070290	1	2	1000	291
100.070290	1	3	1000	343
100.070290	1	4	1000	370
100.070290	1	5	1000	429
100.070290	1	6	1000	504
100.070290	1	7	1000	602
100.070290	1	8	1000	713
100.070290	1	9	1000	729
100.070290	1	10	1000	781
100.070290	2	0	200	3
100.070290	2	1	200	3
100.070290	2	2	200	47
100.070290	2	3	200	143
100.070290	2	4	200	200
100.070290	2	5	200	200
100.070290	2	6	200	199
100.070290	2	7	200	186
100.070290	2	8	200	188
100.070290	2	9	200	197
100.070290	2	10	200	200
100.070290	2	0	2000	165
100.070290	2	1	2000	345
100.070290	2	2	2000	579
100.070290	2	3	2000	731
100.070290	2	4	2000	862
100.070290	2	5	2000	1002
100.070290	2	6	2000	1189
100.070290	2	7	2000	1305
100.070290	2	8	2000	1427
100.070290	2	9	2000	1508
100.070290	2	10	2000	1561
100.070290	4	0	400	129
100.070290	4	1	400	129
100.070290	4	2	400	173
100.070290	4	3	400	295
100.070290	4	4	400	387
100.070290	4	5	400	397
100.070290	4	6	400	393
100.070290	4	7	400	379
100.070290	4	8	400	376
100.070290	4	9	400	386
100.070290	4	10	400	383
100.070290	4	0	4000	952
100.070290	4	1	4000	1216
100.070290	4	2	4000	1559
100.070290	4	3	4000	1842
100.070290	4	4	4000	2112
100.070290	4	5	4000	2267
100.070290	4	6	4000	2618
100.070290	4	7	4000	2807
100.070290	4	8	4000	2992
100.070290	4	9	4000	3110
100.070290	4	10	4000	3077
110.071182	1	0	100	100
110.071182	1	1	100	100
110.071182	1	2	100	100
110.071182	1	3	100	100
110.071182	1	4	100	95
110.071182	1	5	100	91
110.071182	1	6	100	90
110.071182	1	7	100	91
110.071182	1	8	100	95
110.071182	1	9	100	99
110.071182	1	10	100	100
110.071182	1	0	1000	551
110.071182	1	1	1000	585
110.071182	1	2	1000	618
110.071182	1	3	1000	660
110.071182	1	4	1000	710
110.071182	1	5	1000	745
110.071182	1	6	1000	761
110.071182	1	7	1000	770
110.071182	1	8	1000	771
110.071182	1	9	1000	852
110.071182	1	10	1000	836
110.071182	2	0	200	200
110.071182	2	1	200	200
110.071182	2	2	200	200
110.071182	2	3	200	194
110.071182	2	4	200	184
110.071182	2	5	200	183
110.071182	2	6	200	187
110.071182	2	7	200	191
110.071182	2	8	200	195
110.071182	2	9	200	199
110.071182	2	10	200	200
110.071182	2	0	2000	1131
110.071182	2	1	2000	1215
110.071182	2	2	2000	1311
110.071182	2	3	2000	1328
110.071182	2	4	2000	1422
110.071182	2	5	2000	1489
110.071182	2	6	2000	1510
110.071182	2	7	2000	1606
110.071182	2	8	2000	1599
110.071182	2	9	2000	1683
110.071182	2	10	2000	1669
110.071182	4	0	400	400
110.071182	4	1	400	400
110.071182	4	2	400	398
110.071182	4	3	400	386
110.071182	4	4	400	375
110.071182	4	5	400	375
110.071182	4	6	400	380
110.071182	4	7	400	381
110.071182	4	8	400	384
110.071182	4	9	400	390
110.071182	4	10	400	385
110.071182	4	0	4000	2006
110.071182	4	1	4000	2174
110.071182	4	2	4000	2375
110.071182	4	3	4000	2527
110.071182	4	4	4000	2759
110.071182	4	5	4000	2836
110.071182	4	6	4000	3017
110.071182	4	7	4000	3173
110.071182	4	8	4000	3177
110.071182	4	9	4000	3282
110.071182	4	10	4000	3184
120.072334	1	0	100	3
120.072334	1	1	100	3
120.072334	1	2	100	16
120.072334	1	3	100	58
120.072334	1	4	100	98
120.072334	1	5	100	100
120.072334	1	6	100	100
120.072334	1	7	100	101
120.072334	1	8	100	91
120.072334	1	9	100	92
120.072334	1	10	100	100
120.072334	1	0	1000	97
120.072334	1	1	1000	176
120.072334	1	2	1000	300
120.072334	1	3	1000	436
120.072334	1	4	1000	599
120.072334	1	5	1000	646
120.072334	1	6	1000	717
120.072334	1	7	1000	798
120.072334	1	8	1000	775
120.072334	1	9	1000	780
120.072334	1	10	1000	837
120.072334	2	0	200	103
120.072334	2	1	200	103
120.072334	2	2	200	117
120.072334	2	3	200	152
120.072334	2	4	200	187
120.072334	2	5	200	192
120.072334	2	6	200	198
120.072334	2	7	200	200
120.072334	2	8	200	189
120.072334	2	9	200	192
120.072334	2	10	200	200
120.072334	2	0	2000	726
120.072334	2	1	2000	855
120.072334	2	2	2000	1043
120.072334	2	3	2000	1139
120.072334	2	4	2000	1339
120.072334	2	5	2000	1418
120.072334	2	6	2000	1579
120.072334	2	7	2000	1632
120.072334	2	8	2000	1604
120.072334	2	9	2000	1608
120.072334	2	10	2000	1673
120.072334	4	0	400	303
120.072334	4	1	400	303
120.072334	4	2	400	315
120.072334	4	3	400	344
120.072334	4	4	400	378
120.072334	4	5	400	382
120.072334	4	6	400	390
120.072334	4	7	400	390
120.072334	4	8	400	382
120.072334	4	9	400	385
120.072334	4	10	400	391
120.072334	4	0	4000	1704
120.072334	4	1	4000	1920
120.072334	4	2	4000	2209
120.072334	4	3	4000	2431
120.072334	4	4	4000	2773
120.072334	4	5	4000	2844
120.072334	4	6	4000	3153
120.072334	4	7	4000	3229
120.072334	4	8	4000	3208
120.072334	4	9	4000	3221
120.072334	4	10	4000	3214
130.073914	1	0	100	100
130.073914	1	1	100	100
130.073914	1	2	100	100
130.073914	1	3	100	100
130.073914	1	4	100	98
130.073914	1	5	100	94
130.073914	1	6	100	90
130.073914	1	7	100	89
130.073914	1	8	100	91
130.073914	1	9	100	95
130.073914	1	10	100	99
130.073914	1	0	1000	748
130.073914	1	1	1000	776
130.073914	1	2	1000	803
130.073914	1	3	1000	830
130.073914	1	4	1000	757
130.073914	1	5	1000	775
130.073914	1	6	1000	784
130.073914	1	7	1000	786
130.073914	1	8	1000	783
130.073914	1	9	1000	773
130.073914	1	10	1000	859
130.073914	2	0	200	200
130.073914	2	1	200	200
130.073914	2	2	200	200
130.073914	2	3	200	192
130.073914	2	4	200	187
130.073914	2	5	200	186
130.073914	2	6	200	190
130.073914	2	7	200	189
130.073914	2	8	200	191
130.073914	2	9	200	194
130.073914	2	10	200	199
130.073914	2	0	2000	1375
130.073914	2	1	2000	1458
130.073914	2	2	2000	1554
130.073914	2	3	2000	1541
130.073914	2	4	2000	1509
130.073914	2	5	2000	1549
130.073914	2	6	2000	1629
130.073914	2	7	2000	1617
130.073914	2	8	2000	1611
130.073914	2	9	2000	1605
130.073914	2	10	2000	1718
130.073914	4	0	400	400
130.073914	4	1	400	400
130.073914	4	2	400	399
130.073914	4	3	400	384
130.073914	4	4	400	375
130.073914	4	5	400	374
130.073914	4	6	400	379
130.073914	4	7	400	378
130.073914	4	8	400	380
130.073914	4	9	400	389
130.073914	4	10	400	398
130.073914	4	0	4000	2510
130.073914	4	1	4000	2673
130.073914	4	2	4000	2861
130.073914	4	3	4000	2960
130.073914	4	4	4000	3054
130.073914	4	5	4000	3060
130.073914	4	6	4000	3233
130.073914	4	7	4000	3214
130.073914	4	8	4000	3218
130.073914	4	9	4000	3215
130.073914	4	10	4000	3452
140.075241	1	0	100	1
140.075241	1	1	100	1
140.075241	1	2	100	9
140.075241	1	3	100	43
140.075241	1	4	100	85
140.075241	1	5	100	100
140.075241	1	6	100	100
140.075241	1	7	100	100
140.075241	1	8	100	96
140.075241	1	9	100	90
140.075241	1	10	100	92
