"K" "migration_type" "init_migration_rate" "migration_edge_only" "migration_rate_scales_with_K" "mu_driver_birth" "mu_passenger" "mu_driver_migration" "normal_birth_rate" "baseline_death_rate" "s_driver_birth" "s_passenger" "s_driver_migration" "max_relative_birth_rate" "max_relative_migration_rate" "init_pop" "seed" "biopsy_size_per_sample" "Generation" "NumCells" "TotalBirths" "TotalDeaths" "TotalMigrations" "Passengers" "Drivers" "VarPassengers" "VarDrivers" "MeanBirthRate" "MeanMigrationRate" "VarBirthRate" "VarMigRate" "NumClones" "NumGenotypes" "NumDriverGenotypes" "NumDemes" "NumNon-EmptyDemes" "MatrixColumns" "DriverMatrixColumns" "EverGenotypes" "CellsWith0Drivers" "CellsWith1Drivers" "CellsWith2Drivers" "CellsWith3Drivers" "CellsWith4Drivers" "CellsWith5Drivers" "CellsWith6Drivers" "CellsWith7Drivers" "CellsWith8Drivers" "CellsWith9Drivers" "CellsWith10Drivers" "maxgen" "gen_adj" "SmoothNumCells" "SmoothRadius" "GrowthRate" "RadiusGrowthRate" "mean_autocor" "log_mean_autocor" "sqrt_mean_autocor" "skewness" "Population" "Parent" "Identity" "DriverIdentity" "DriverMutations" "MigrationMutations" "Immortal" "PassengerMutations" "BirthRate" "MigrationRate" "OriginTime" "Descendants" "pop_size" "VAF" "Diversity" "Diversity2" "Diversity_Descendants" "case"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 21035 100 146.701263 1000000 32370090 31370091 0 28.401957 0.003087 27.769987 0.00308 1 0 0 0 385449 385449 81 1 1 2028467 107 6164730 996917 3079 4 0 0 0 0 0 0 0 0 146.701263 1 1461153.52045136 681.982119114509 48931.4071069119 11.4870058001662 2.78957606201284e-07 -15.0922060157698 0.000528164374225755 1.94372763711539 996917 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00619288295895 1.00619288919019 1.00618178934842 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 21035 100 145.699432 1000000 30086278 29086279 0 30.01696 0.254357 23.988094 0.190103 1.037321 0 0.004236692 0 384113 384113 96 1 1 1893976 111 5727636 745958 253727 315 0 0 0 0 0 0 0 0 145.699432 1 1490113.84225157 688.707461501608 58086.3911848638 13.5160598123565 0.00304991835621463 -5.79264045717532 0.0552260659128878 5.04339693383444 745958 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.62923519404594 1.62923621921974 1.48788420753453 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 3036 100 160.196365 1000000 32511836 31511837 0 32.717628 0.001355 30.209614 0.001352 1 0 0 0 385918 385918 75 1 1 2033701 100 6185550 998645 1355 0 0 0 0 0 0 0 0 0 160.196365 1 1598430.52063349 713.299542335155 63647.7423604629 14.2292485573117 6.50435172889848e-08 -16.5482092943101 0.000255036305825239 1.80460456599196 998645 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00271535396668 1.00271535668941 1.00271167239349 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 3036 100 142.41806 1000000 19678323 18678324 0 32.562252 0.827772 19.452164 0.146907 1.184946 0 0.007432801 0 377540 377540 85 1 1 1301404 92 3746078 174212 823804 1984 0 0 0 0 0 0 0 0 142.41806 1 1399789.36799878 667.507898386957 97759.4371252361 23.4815430355735 0.0481881601031887 -3.03264192911296 0.219518017718794 3.69537621417377 174212 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.4795697129412 1.47957042249907 2.0263487265754 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 78037 100 144.43129 1000000 31866018 30866019 0 28.052738 0.001595 26.834984 0.001591 1 0 0 0 386186 386186 65 1 1 1998085 92 6065951 998405 1595 0 0 0 0 0 0 0 0 0 144.43129 1 1445952.74691045 678.425422796204 48729.2657530474 11.4734497216375 1.03164473543865e-07 -16.0869412917721 0.000321192268810855 1.76688277626194 998405 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00319705466306 1.00319705787033 1.00319195224508 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 78037 100 116.974197 1000000 12970974 11970975 0 25.419489 0.93869 8.726507 0.058102 1.442066 0 0.0129891 0 365613 365613 66 1 1 915612 75 2467478 61535 938240 225 0 0 0 0 0 0 0 0 116.974197 1 979842.68756881 558.474363205732 83778.2943808969 24.3942403117894 0.070411505294222 -2.65339860169621 0.265351663447249 4.29466816332908 61535 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.13414156705482 1.13414171919052 2.00095847414734 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 45038 100 157.080933 1000000 32057374 31057375 0 28.975836 0.001603 25.80621 0.001599 1 0 0 0 386712 386712 66 1 1 2007229 105 6098310 998397 1603 0 0 0 0 0 0 0 0 0 157.080933 1 1513200.07844534 694.022005950273 55876.7884801467 12.8233831599248 9.98834702817338e-08 -16.1192616276277 0.000316043462646728 2.04430854108692 998397 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00321348111327 1.00321348433708 1.00320832616946 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 45038 100 139.703247 1000000 18809824 17809825 0 26.860126 0.832637 12.107192 0.144202 1.273264 0 0.01832289 0 372825 372825 84 1 1 1249245 96 3579155 169603 828157 2240 0 0 0 0 0 0 0 0 139.703247 1 1272511.64420268 636.437771218604 82543.7752394722 20.8827312455699 0.0367651543516965 -3.30320477501021 0.191742416673246 4.62619381538021 169603 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 2.2881272392325 2.28813018663826 2.38025664641483 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 91039 100 144.600601 1000000 32514559 31514560 0 29.372408 0.001716 32.770733 0.001711 1 0 0 0 385570 385570 75 1 1 2032905 106 6184797 998284 1716 0 0 0 0 0 0 0 0 0 144.600601 1 1428362.88502205 674.286309634504 45574.2950475095 10.8091363647279 2.33920545284524e-07 -15.268284329315 0.00048365333172069 2.8050967888542 998284 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00344035223301 1.0034403556852 1.00343444438974 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 91039 100 136.527832 1000000 25662274 24662275 0 26.807238 0.544268 22.075203 0.248561 1.296744 0 0.0826337 0 372396 372396 87 1 1 1637587 116 4880560 455967 543798 235 0 0 0 0 0 0 0 0 136.527832 1 1385200.20303073 664.020269998195 62439.4381114834 15.0557927060368 0.00877009413990149 -4.73640773834534 0.0936487807710356 7.41139277091181 455967 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 2.32796093564809 2.32796402709647 1.95176817132283 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 120040 100 153.677383 1000000 31919430 30919431 0 29.826981 0.00124 24.176537 0.001237 1 0 0 0 386057 386057 70 1 1 2001668 110 6078014 998760 1240 0 0 0 0 0 0 0 0 0 153.677383 1 1559920.37322015 704.654579532047 59538.2846370933 13.5354968582011 6.16485611117321e-08 -16.6018159472397 0.000248291282794487 2.50958004531486 998760 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00248430764586 1.00248431013635 1.00248122558373 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 120040 100 137.346924 1000000 19018934 18018935 0 31.164988 0.811833 16.794407 0.154464 1.389168 0 0.04579074 0 366231 366231 78 1 1 1260094 97 3620436 189014 810139 847 0 0 0 0 0 0 0 0 137.346924 1 1287393.90432997 640.14858209714 84140.1512818978 21.0389775398793 0.0279809077998581 -3.5762328656729 0.167274946719041 5.59914452961243 189014 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 2.49690396006452 2.49690769769928 2.40473901700065 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 105041 100 198.338867 1000000 32128209 31128210 0 35.191704 0.003338 25.474405 0.003339 1 0 0 0 385608 385608 82 1 1 2014446 108 6115819 996671 3320 9 0 0 0 0 0 0 0 0 198.338867 1 2002411.57894051 798.365456282809 100246.466447238 20.0696686859411 1.15120463657541e-06 -13.6747016537794 0.00107294204716537 4.83980313932138 996671 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00668760075655 1.00668760748888 1.00668336507137 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 105041 100 169.042389 1000000 15460719 14460720 0 33.602203 1.01695 17.156488 0.122981 1.212372 0 0.01094425 0 378005 378005 78 1 1 1060399 84 2940679 53228 876602 70162 8 0 0 0 0 0 0 0 169.042389 1 1387033.50458122 664.459537501233 138938.119224486 33.3144836113957 0.0774421686405467 -2.55822383226663 0.278284330569557 2.83891457652132 53228 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.30149324115806 1.30149363354998 2.14919951987077 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 10042 100 163.180222 1000000 32004290 31004291 0 32.598835 0.001378 27.551266 0.001375 1 0 0 0 385542 385542 82 1 1 2004376 118 6090099 998622 1378 0 0 0 0 0 0 0 0 0 163.180222 1 1605530.38846167 714.88194495025 64445.4134693693 14.3735744540086 6.28756300388466e-08 -16.5821071880782 0.000250750134673636 2.12152050163144 998622 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.0027615214232 1.00276152419235 1.00275771368267 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 10042 100 141.221771 1000000 16112056 15112057 0 32.125999 0.893459 12.046498 0.102495 1.322847 0 0.01384571 0 371027 371027 72 1 1 1097547 78 3067100 110394 885754 3851 1 0 0 0 0 0 0 0 141.221771 1 1193938.52326509 616.47581903182 92786.8965353001 24.0587556389814 0.0575840846595587 -2.85450905745415 0.239966840750048 4.41524764507119 110394 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.33794003191976 1.33794048406386 2.05827825944984 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 21043 100 148.606644 1000000 32631175 31631176 0 30.204807 0.001375 26.075457 0.001372 1 0 0 0 385537 385537 61 1 1 2041362 93 6216334 998625 1375 0 0 0 0 0 0 0 0 0 148.606644 1 1476377.99742241 685.525865539573 50130.5999646553 11.6991045934654 1.26094871898736e-07 -15.8862312617435 0.000355098397488268 4.22216902291024 998625 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00275535661693 1.00275535937988 1.0027515658468 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 21043 100 140.715546 1000000 26076197 25076198 0 32.872219 0.521473 43.895172 0.251541 1.113931 0 0.01293768 0 380505 380505 94 1 1 1668415 109 4968236 479556 519415 1029 0 0 0 0 0 0 0 0 140.715546 1 1456281.21743565 680.84411473812 68748.3524821333 16.2087283156492 0.009919152842503 -4.61328776027328 0.0995949438601327 5.17646727533542 479556 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 2.91690840723266 2.91691399869522 2.07961089395783 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 36044 100 166.450226 1000000 32352265 31352266 0 35.285461 0.001475 28.74612 0.001471 1 0 0 0 385954 385954 68 1 1 2026701 92 6160900 998525 1475 0 0 0 0 0 0 0 0 0 166.450226 1 1749005.69596612 746.140606064149 76933.8680956691 16.4923509801192 7.14937898451871e-08 -16.4536552463307 0.00026738322655916 1.61171922369871 998525 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00295616430992 1.00295616727483 1.00295180130834 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 36044 100 160.491821 1000000 27486903 26486904 0 38.131321 0.453044 39.81382 0.251142 1.086077 0 0.009331667 0 381420 381420 104 1 1 1748171 119 5233282 548901 449154 1945 0 0 0 0 0 0 0 0 160.491821 1 1711500.79411975 738.097299127781 91565.9691887034 19.8758252719779 0.00975723604277832 -4.62974611100194 0.0987787226217181 5.37766800276234 548901 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 2.07980660407026 2.07980884986383 1.78756944204263 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 45 100 155.781937 1000000 32096300 31096301 0 29.750156 0.015121 23.748964 0.014844 1 0 0 0 385954 385954 74 1 1 2009027 104 6108020 984882 15115 3 0 0 0 0 0 0 0 0 155.781937 1 1544820.79871255 701.235860900271 57524.1286935402 13.1523038849308 2.84617823405105e-05 -10.4669483411036 0.00533495851347604 2.76971447145998 984882 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.03073760828598 1.03073763996843 1.03027845099191 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 45 100 127.830467 1000000 15063415 14063416 0 21.9265 0.937975 14.324159 0.05903 1.243263 0 0.005793901 0 375819 375819 72 1 1 1036752 76 2866842 62436 937153 411 0 0 0 0 0 0 0 0 127.830467 1 1218887.07798735 622.883461865095 107980.694664923 28.1174419886463 0.0529822637620387 -2.93779806743575 0.230178764793885 2.90204560443153 62436 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 2.15726329411588 2.15726579064289 2.5722676437563 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 91046 100 142.638489 1000000 32344775 31344776 0 32.236942 0.002041 27.790487 0.002034 1 0 0 0 385928 385928 86 1 1 2024529 123 6154602 997959 2041 0 0 0 0 0 0 0 0 0 142.638489 1 1426860.377008 673.931572346614 46015.6052354555 10.923503963131 3.22256895137631e-07 -14.9479167984976 0.000567676752331492 4.76382806972373 997959 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00409353295835 1.00409353706865 1.00408517157945 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 91046 100 112.20829 1000000 12678784 11678785 0 29.387964 0.950757 10.56918 0.048562 1.384027 0 0.007868699 0 369119 369119 69 1 1 900890 76 2410796 50073 949097 830 0 0 0 0 0 0 0 0 112.20829 1 961828.270514317 553.31676941492 89002.942512674 25.7251179125788 0.086519065511068 -2.44739047879856 0.294141233952447 3.3366105512461 50073 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.1154278198774 1.11542794862895 2.00754017148593 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 15047 100 134.690659 1000000 32090917 31090918 0 27.665052 0.010847 26.858217 0.010692 1 0 0 0 385444 385444 86 1 1 2010224 115 6110403 989153 10847 0 0 0 0 0 0 0 0 0 134.690659 1 1366894.82397848 659.618174284034 40926.411673743 9.92644078313091 5.76956606362992e-06 -12.0629136858824 0.00240199210315728 3.20265676707367 989153 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.02196074013103 1.02196076257407 1.02172224336799 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 15047 100 114.582809 1000000 16907563 15907564 0 24.405352 0.869382 10.705771 0.117868 1.380512 0 0.02392198 0 367287 367287 100 1 1 1141110 108 3218957 132896 864826 2278 0 0 0 0 0 0 0 0 114.582809 1 1124640.62850389 598.317833978514 74234.3061469622 19.9402436645506 0.0437136361148304 -3.13009518631374 0.209078062251472 4.67262472933254 132896 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.91491331214915 1.91491506413218 2.31802031649447 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 48 100 164.181732 1000000 31965894 30965895 0 29.768496 0.001811 25.09227 0.001806 1 0 0 0 385535 385535 80 1 1 2000923 115 6083336 998189 1811 0 0 0 0 0 0 0 0 0 164.181732 1 1653656.69056365 725.517245115773 69328.4541815357 15.2374654789375 1.98265608876278e-07 -15.433658246233 0.000445270264981032 2.6020848309 998189 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.0036313402058 1.00363134385033 1.00362475884678 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 48 100 140.823792 1000000 16754037 15754038 0 23.457928 0.929662 13.293901 0.102215 1.188417 0 0.005000729 0 378978 378978 93 1 1 1135869 103 3191995 88586 893166 18248 0 0 0 0 0 0 0 0 140.823792 1 1342816.02022095 653.782543788303 112565.633112619 27.8927210228516 0.0608527772576486 -2.79929781954413 0.246683556925971 2.79629288389778 88586 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.3835065657656 1.38350709635018 2.13254719371492 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 15049 100 149.486389 1000000 32045626 31045627 0 27.510176 0.005548 31.435251 0.005508 1 0 0 0 384743 384743 75 1 1 2006773 106 6099280 994452 5548 0 0 0 0 0 0 0 0 0 149.486389 1 1478160.90501295 685.939668947641 52144.8692634194 12.1512299566534 5.46416613919006e-06 -12.1172990300105 0.00233755559060957 3.73258270339367 994452 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.01117184584337 1.01117185714004 1.01110978856558 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 15049 100 112.791 1000000 9801961 8801962 0 20.014526 0.974643 12.26968 0.025981 1.732806 0 0.03121086 0 355640 355640 69 1 1 734328 79 1865532 26018 973321 661 0 0 0 0 0 0 0 0 112.791 1 676752.116965004 464.130250388584 66340.6417158074 23.2077576161139 0.0640922126521514 -2.74743240992165 0.253164398468962 4.55076401489728 26018 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.21464509495186 1.21464535566978 2.13811703923657 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 1050 100 156.659409 1000000 32601053 31601054 0 31.031342 0.002091 34.700012 0.002084 1 0 0 0 386122 386122 85 1 1 2038212 115 6202290 997909 2091 0 0 0 0 0 0 0 0 0 156.659409 1 1565518.16383866 705.917777471387 58506.7588887624 13.2730926885573 1.50768625625819e-07 -15.7075194558977 0.000388289358115593 2.20071147769418 997909 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00419479204389 1.00419479625628 1.00418601232952 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 1050 100 146.390839 1000000 24320139 23320140 0 26.609571 0.632617 34.816399 0.235259 1.152993 0 0.01410964 0 378887 378887 105 1 1 1566980 118 4629038 368509 630365 1126 0 0 0 0 0 0 0 0 146.390839 1 1488148.03108159 688.253027888881 81140.4536462106 18.8643156412149 0.0205103646837383 -3.88682492627882 0.143214401104562 4.97474870209988 368509 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 2.34062667326766 2.34062981118156 2.06212742701378 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 28051 100 146.666565 1000000 32297689 31297690 0 27.3694 0.001954 30.354168 0.001948 1 0 0 0 386616 386616 69 1 1 2021639 106 6148833 998046 1954 0 0 0 0 0 0 0 0 0 146.666565 1 1475614.27352228 685.348532832786 50841.9133261371 11.875317738421 4.18689356810115e-07 -14.6861365838524 0.000647062096564244 6.0788317197213 998046 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00391906713086 1.00391907106529 1.00391140261514 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 28051 100 131.875824 1000000 20802048 19802049 0 24.708551 0.777858 15.750485 0.173977 1.206837 0 0.01240717 0 375936 375936 78 1 1 1364702 99 3959970 222927 776288 785 0 0 0 0 0 0 0 0 131.875824 1 1344780.85746913 654.260683277804 80242.7110821507 19.7816488849181 0.0381975707970607 -3.26498335709163 0.195441988316382 4.414398647115 222927 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.56371819187107 1.56371907336884 1.98665350650069 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 45052 100 141.201599 1000000 32092358 31092359 0 28.524263 0.001068 27.539732 0.001068 1 0 0 0 386017 386017 68 1 1 2011866 96 6110233 998933 1066 1 0 0 0 0 0 0 0 0 141.201599 1 1409065.20691395 669.715899197804 45494.7917627956 10.8292681957387 3.85470235227387e-08 -17.0713869507419 0.000196333959168399 1.94734998106132 998933 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00213729986826 1.00213730201013 1.00213702041566 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 45052 100 104.158485 1000000 10570658 9570659 0 22.900669 0.995023 7.67895 0.042568 1.447786 0 0.00743397 0 366147 366147 44 1 1 778648 48 2011850 23795 957387 18818 0 0 0 0 0 0 0 0 104.158485 1 821097.63437447 511.237219442714 92784.0903730148 29.0153267836389 0.108787773986849 -2.21835632231884 0.329829916755363 3.05018883855278 23795 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.0899945784897 1.08999467658341 2.03768425260775 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 21053 100 142.314606 1000000 32157017 31157018 0 26.288359 0.001301 25.322054 0.001306 1 0 0 0 385702 385702 87 1 1 2014299 126 6120915 998703 1293 4 0 0 0 0 0 0 0 0 142.314606 1 1434351.16313327 675.69827251854 47443.120304743 11.2040301247019 5.24765115730492e-08 -16.76290016607 0.000229077523063807 1.75274905202985 998703 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00259896189146 1.00259896449718 1.00260359912526 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 21053 100 130.290787 1000000 22389777 21389778 0 25.402859 0.703083 21.876545 0.211969 1.230564 0 0.02713297 0 374566 374566 98 1 1 1454987 112 4260185 298227 700463 1310 0 0 0 0 0 0 0 0 130.290787 1 1350441.77861715 655.636308367269 73548.2926586946 17.924984094834 0.020399328774886 -3.89225328186515 0.14282621879363 5.01266528427477 298227 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 3.55241579010142 3.55242485737579 2.43017860249117 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 45054 100 178.703827 1000000 32030547 31030548 0 35.589771 0.004336 29.291021 0.004309 1 0 0 0 385958 385958 78 1 1 2006537 104 6098149 995664 4336 0 0 0 0 0 0 0 0 0 178.703827 1 1787105.3385218 754.223638520645 80934.2902394565 17.2168855473509 1.15274953684279e-06 -13.6733605676443 0.00107366174228329 5.83001000813739 995664 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00872025261369 1.00872026141 1.008682396639 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 45054 100 155.841965 1000000 14771283 13771284 0 34.402622 0.899392 8.717402 0.09202 1.656625 0 0.05227355 0 354823 354823 73 1 1 1016663 81 2810160 101410 897788 802 0 0 0 0 0 0 0 0 155.841965 1 1039316.10449382 575.173531145523 76830.8452310114 21.6011399335567 0.0301856249525015 -3.50038946287315 0.173740107495366 6.88598632252946 101410 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.26142656198539 1.26142689175621 2.02238388949494 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 21055 100 153.31041 1000000 31952382 30952383 0 31.428995 0.004992 25.305405 0.005095 1 0 0 0 385554 385554 74 1 1 2001670 104 6082054 995077 4854 69 0 0 0 0 0 0 0 0 153.31041 1 1545286.97607972 701.341658164712 58559.5587176416 13.3281691849733 2.32459806089904e-06 -12.9719634109026 0.00152466326147745 3.57986106386447 995077 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00990737120225 1.00990738120779 1.00999674350084 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 21055 100 130.629654 1000000 18917787 17917788 0 26.49312 0.898996 16.363474 0.097434 1.128777 0 0.003849958 0 381471 381471 81 1 1 1257425 93 3597856 104391 892222 3387 0 0 0 0 0 0 0 0 130.629654 1 1608248.03464611 715.486721654225 133998.630004501 30.2084966456013 0.0448366993785003 -3.10472829235229 0.211746781270697 1.90979584253412 104391 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.46691212951785 1.46691281443792 2.15122480379715 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 378056 100 151.409836 1000000 32147640 31147641 0 30.79084 0.001455 26.709066 0.001451 1 0 0 0 385475 385475 77 1 1 2012969 100 6120803 998545 1455 0 0 0 0 0 0 0 0 0 151.409836 1 1510289.44605399 693.354210831684 54220.0518354627 12.4919605098225 7.35110973802343e-08 -16.4258294573596 0.000271129300113865 2.22633415309889 998545 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00291610699648 1.00291610992109 1.00291186134967 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 378056 100 143.259552 1000000 25221071 24221072 0 29.473549 0.556632 18.845867 0.248365 1.203822 0 0.0436044 0 376099 376099 76 1 1 1615319 96 4803139 443855 555658 487 0 0 0 0 0 0 0 0 143.259552 1 1450480.17870966 679.48670376757 72193.2331075939 16.9646219606856 0.00953143014246521 -4.65316050515999 0.0976290435396415 6.02692352960954 443855 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 3.39751397628913 3.39752212190405 2.20780012433477 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 57 100 140.326157 1000000 31775883 30775884 0 27.146816 0.003128 28.331116 0.003191 1 0 0 0 384996 384996 79 1 1 1989789 109 6046474 996911 3050 39 0 0 0 0 0 0 0 0 140.326157 1 1411395.81059556 670.269527750556 46407.5665200821 11.0491288837618 3.80785531486141e-07 -14.7810295297979 0.000617078221529606 2.80640519411495 996911 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.0062054636097 1.00620546985367 1.00626447932136 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0.1 0 0 10 10 1 57 100 123.367432 1000000 19294101 18294102 0 23.536528 1.300423 13.867872 0.561188 1.278005 0 0.03214219 0 373239 373239 80 1 1 1278274 87 3672900 173603 354108 470552 1737 0 0 0 0 0 0 0 123.367432 1 1295377.00697819 642.13028869251 84157.7906141426 20.984845880027 0.0289418607828076 -3.54246626189117 0.170123075397806 4.08288467723814 173603 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 3.22071110624145 3.22071825853341 3.47807074589453 "caseA_new"
1048576 0 0 0 1 1e-05 0.1 0 0.9 0 0 0 0 10 10 1 58 100 155.711899 1000000 32508114 31508115 0 31.0849 0.001924 28.375042 0.001918 1 0 0 0 386634 386634 78 1 1 2033989 119 6190309 998076 1924 0 0 0 0 0 0 0 0 0 155.711899 1 1554314.2406129 703.387225519013 57792.5928706644 13.1643664809502 3.0104385639407e-07 -15.0160098805052 0.00054867463618621 2.42416993100412 998076 0 0 0 0 0 1 0 1 0 0 1000000 1000000 1 1.00385800672719 1.00385801060009 1.00385057895909 "caseA_new"
