Generation	Size	Frequency	Count
0.000000	1	1.000000	1
0.000000	2	2.000000	0
0.000000	3	3.000000	0
0.000000	4	4.000000	0
0.000000	5	5.000000	0
0.000000	6	6.000000	0
0.000000	7	7.000000	0
0.000000	8	8.000000	0
0.000000	9	9.000000	0
0.000000	10	10.000000	0
10.583992	1	0.009174	0
10.583992	2	0.018349	0
10.583992	3	0.027523	0
10.583992	4	0.036697	0
10.583992	5	0.045872	0
10.583992	6	0.055046	0
10.583992	7	0.064220	0
10.583992	8	0.073394	0
10.583992	9	0.082569	0
10.583992	10	0.091743	0
10.583992	109	1.000000	1
20.618443	1	0.002667	0
20.618443	2	0.005333	0
20.618443	3	0.008000	0
20.618443	4	0.010667	0
20.618443	5	0.013333	0
20.618443	6	0.016000	0
20.618443	7	0.018667	0
20.618443	8	0.021333	0
20.618443	9	0.024000	0
20.618443	10	0.026667	0
20.618443	375	1.000000	1
30.634146	1	0.001167	0
30.634146	2	0.002334	0
30.634146	3	0.003501	0
30.634146	4	0.004667	0
30.634146	5	0.005834	0
30.634146	6	0.007001	0
30.634146	7	0.008168	0
30.634146	8	0.009335	0
30.634146	9	0.010502	0
30.634146	10	0.011669	0
30.634146	857	1.000000	1
40.638233	1	0.000676	0
40.638233	2	0.001352	0
40.638233	3	0.002028	0
40.638233	4	0.002705	0
40.638233	5	0.003381	0
40.638233	6	0.004057	0
40.638233	7	0.004733	0
40.638233	8	0.005409	0
40.638233	9	0.006085	0
40.638233	10	0.006761	0
40.638233	1479	1.000000	1
50.641968	1	0.000433	0
50.641968	2	0.000865	0
50.641968	3	0.001298	0
50.641968	4	0.001730	0
50.641968	5	0.002163	0
50.641968	6	0.002595	0
50.641968	7	0.003028	0
50.641968	8	0.003460	0
50.641968	9	0.003893	0
50.641968	10	0.004325	0
50.641968	2312	1.000000	1
60.643715	1	0.000299	0
60.643715	2	0.000599	0
60.643715	3	0.000898	0
60.643715	4	0.001197	0
60.643715	5	0.001497	0
60.643715	6	0.001796	0
60.643715	7	0.002095	0
60.643715	8	0.002394	0
60.643715	9	0.002694	0
60.643715	10	0.002993	0
60.643715	3341	1.000000	1
70.644936	1	0.000218	1
70.644936	2	0.000436	0
70.644936	3	0.000654	0
70.644936	4	0.000871	0
70.644936	5	0.001089	0
70.644936	6	0.001307	0
70.644936	7	0.001525	0
70.644936	8	0.001743	0
70.644936	9	0.001961	0
70.644936	10	0.002179	0
70.644936	4589	0.999782	1
73.490295	1	0.000200	1
73.490295	2	0.000400	0
73.490295	3	0.000600	0
73.490295	4	0.000800	0
73.490295	5	0.001000	0
73.490295	6	0.001200	0
73.490295	7	0.001400	0
73.490295	8	0.001600	0
73.490295	9	0.001800	0
73.490295	10	0.002000	0
73.490295	4999	0.999800	1
80.647095	1	0.000166	1
80.647095	2	0.000331	0
80.647095	3	0.000497	0
80.647095	4	0.000663	0
80.647095	5	0.000828	0
80.647095	6	0.000994	0
80.647095	7	0.001160	0
80.647095	8	0.001325	0
80.647095	9	0.001491	0
80.647095	10	0.001657	0
80.647095	6035	0.999834	1
90.648003	1	0.000128	1
90.648003	2	0.000255	0
90.648003	3	0.000383	0
90.648003	4	0.000511	0
90.648003	5	0.000638	0
90.648003	6	0.000766	0
90.648003	7	0.000894	0
90.648003	8	0.001021	0
90.648003	9	0.001149	0
90.648003	10	0.001276	0
90.648003	7833	0.999872	1
100.648643	1	0.000101	3
100.648643	2	0.000202	0
100.648643	3	0.000303	0
100.648643	4	0.000404	0
100.648643	5	0.000506	0
100.648643	6	0.000607	0
100.648643	7	0.000708	0
100.648643	8	0.000809	0
100.648643	9	0.000910	0
100.648643	10	0.001011	0
100.648643	9888	0.999697	1
101.120003	1	0.000100	3
101.120003	2	0.000200	0
101.120003	3	0.000300	0
101.120003	4	0.000400	0
101.120003	5	0.000500	0
101.120003	6	0.000600	0
101.120003	7	0.000700	0
101.120003	8	0.000800	0
101.120003	9	0.000900	0
101.120003	10	0.001000	0
101.120003	9997	0.999700	1
110.649292	1	0.000083	7
110.649292	2	0.000165	0
110.649292	3	0.000248	0
110.649292	4	0.000331	0
110.649292	5	0.000413	0
110.649292	6	0.000496	0
110.649292	7	0.000579	0
110.649292	8	0.000661	0
110.649292	9	0.000744	0
110.649292	10	0.000827	0
110.649292	12092	0.999421	1
120.649879	1	0.000069	9
120.649879	2	0.000137	0
120.649879	3	0.000206	0
120.649879	4	0.000275	0
120.649879	5	0.000343	0
120.649879	6	0.000412	0
120.649879	7	0.000480	0
120.649879	8	0.000549	0
120.649879	9	0.000618	0
120.649879	10	0.000686	0
120.649879	14560	0.999382	1
122.643761	1	0.000067	9
122.643761	2	0.000133	0
122.643761	3	0.000200	0
122.643761	4	0.000267	0
122.643761	5	0.000333	0
122.643761	6	0.000400	0
122.643761	7	0.000467	0
122.643761	8	0.000533	0
122.643761	9	0.000600	0
122.643761	10	0.000667	0
122.643761	14991	0.999400	1
130.650055	1	0.000058	11
130.650055	2	0.000117	0
130.650055	3	0.000175	0
130.650055	4	0.000234	0
130.650055	5	0.000292	0
130.650055	6	0.000350	0
130.650055	7	0.000409	0
130.650055	8	0.000467	0
130.650055	9	0.000525	0
130.650055	10	0.000584	0
130.650055	17119	0.999358	1
140.650543	1	0.000050	15
140.650543	2	0.000100	0
140.650543	3	0.000150	0
140.650543	4	0.000200	0
140.650543	5	0.000250	0
140.650543	6	0.000300	0
140.650543	7	0.000350	0
140.650543	8	0.000400	0
140.650543	9	0.000450	0
