Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
309.608612	75777	6494677	6418901	36	61.407078	0.278317	67.644753	0.259320	1.059250e+00	2.504631e-09	1.639150e-02	0.000000e+00	29179	28972	12	37	37	382680	18	1237283	56901	16662	2214	0	0	0	0	0	0	0	0
310.608612	75778	6575318	6499541	36	61.673046	0.283605	68.058388	0.267310	1.060315e+00	2.504631e-09	1.662158e-02	0.000000e+00	29264	29121	14	37	37	387316	20	1252798	56718	16629	2431	0	0	0	0	0	0	0	0
311.608612	75777	6656096	6580320	36	61.888424	0.287792	68.251709	0.273085	1.061200e+00	2.504631e-09	1.679524e-02	0.000000e+00	29392	29294	14	37	37	392023	20	1268319	56551	16644	2582	0	0	0	0	0	0	0	0
312.608643	75777	6736096	6660320	36	62.122677	0.293598	68.700211	0.282470	1.062350e+00	2.504631e-09	1.705413e-02	0.000000e+00	29194	29122	15	37	37	396408	20	1283509	56375	16556	2846	0	0	0	0	0	0	0	0
313.608643	75777	6816529	6740753	36	62.383743	0.298785	68.539589	0.290181	1.063381e+00	2.504631e-09	1.727011e-02	0.000000e+00	29515	29473	15	37	37	401309	20	1298802	56191	16531	3055	0	0	0	0	0	0	0	0
314.608673	76290	6897427	6821138	37	62.611023	0.306488	67.941505	0.296279	1.064517e+00	2.504631e-09	1.732782e-02	0.000000e+00	29720	29461	15	38	38	405884	20	1314151	56103	16992	3195	0	0	0	0	0	0	0	0
315.608673	77825	6980563	6902739	37	62.860649	0.324086	66.984329	0.305115	1.066971e+00	2.504631e-09	1.727580e-02	0.000000e+00	30153	29965	14	38	38	411003	20	1330117	55949	18530	3346	0	0	0	0	0	0	0	0
316.608673	78732	7063689	6984958	38	63.064102	0.322372	66.441780	0.304726	1.066694e+00	2.504631e-09	1.720393e-02	0.000000e+00	30564	30204	15	39	39	415886	20	1346065	56750	18583	3399	0	0	0	0	0	0	0	0
317.608704	79873	7148026	7068154	38	63.304935	0.320972	66.716492	0.305532	1.066362e+00	2.504631e-09	1.712448e-02	0.000000e+00	30900	30656	18	39	39	420900	23	1362134	57735	18639	3499	0	0	0	0	0	0	0	0
318.608704	80232	7233309	7153078	39	63.484768	0.323612	66.942627	0.308681	1.066815e+00	2.504631e-09	1.718955e-02	0.000000e+00	31102	30700	18	40	40	425633	23	1378152	57870	18760	3602	0	0	0	0	0	0	0	0
319.608704	81921	7319988	7238068	39	63.636383	0.319625	67.055046	0.307895	1.065978e+00	2.504631e-09	1.702673e-02	0.000000e+00	31451	31162	15	40	40	430724	23	1394582	59442	18774	3705	0	0	0	0	0	0	0	0
320.608704	81921	7407426	7325506	39	63.806301	0.321261	67.137115	0.310713	1.066317e+00	2.504631e-09	1.710249e-02	0.000000e+00	31628	31438	16	40	40	435750	23	1411223	59396	18732	3793	0	0	0	0	0	0	0	0
321.608734	81921	7494956	7413036	39	64.018692	0.324300	66.794067	0.314147	1.066888e+00	2.504631e-09	1.721139e-02	0.000000e+00	31832	31703	16	40	40	440823	23	1428000	59243	18789	3889	0	0	0	0	0	0	0	0
322.608734	81922	7582696	7500775	39	64.230072	0.326481	67.609253	0.317627	1.067328e+00	2.504631e-09	1.731307e-02	0.000000e+00	31695	31606	16	40	40	445709	23	1444719	59177	18744	4001	0	0	0	0	0	0	0	0
323.608765	81921	7670141	7588221	39	64.431328	0.328048	68.011665	0.319589	1.067589e+00	2.504631e-09	1.737179e-02	0.000000e+00	31651	31598	15	40	40	450688	23	1461410	59110	18749	4061	1	0	0	0	0	0	0	0
324.608765	83970	7759018	7675049	40	64.760056	0.369858	67.274155	0.377844	1.073971e+00	2.504631e-09	1.853135e-02	0.000000e+00	32455	32254	15	41	41	456221	23	1478467	58992	18900	6077	1	0	0	0	0	0	0	0
325.608765	84772	7849039	7764268	41	64.937500	0.368471	67.710106	0.378307	1.073692e+00	2.504631e-09	1.848982e-02	0.000000e+00	33141	32771	17	42	42	461681	23	1495720	59704	18900	6168	0	0	0	0	0	0	0	0
326.608765	87846	7941875	7854030	42	65.153755	0.379334	66.533623	0.382398	1.076273e+00	2.504631e-09	1.865202e-02	0.000000e+00	34021	33561	18	43	43	467516	24	1513556	60977	20415	6454	0	0	0	0	0	0	0	0
327.608795	89802	8037042	7947241	43	65.372490	0.375571	67.228004	0.380664	1.075518e+00	2.504631e-09	1.851316e-02	0.000000e+00	34500	33991	17	44	44	473006	24	1531602	62639	20599	6564	0	0	0	0	0	0	0	0
328.608826	90113	8133681	8043569	43	65.578156	0.375606	66.890083	0.381478	1.075474e+00	2.504631e-09	1.852475e-02	0.000000e+00	34603	34273	17	44	44	478421	24	1549902	62890	20599	6624	0	0	0	0	0	0	0	0
329.608826	91146	8230825	8139680	44	65.777359	0.373598	67.352287	0.381926	1.075023e+00	2.504631e-09	1.848975e-02	0.000000e+00	35248	34795	16	45	45	484237	24	1568392	63837	20566	6743	0	0	0	0	0	0	0	0
330.608856	94209	8330465	8236257	45	65.915222	0.362694	68.609756	0.375301	1.072766e+00	2.504631e-09	1.811360e-02	0.000000e+00	36085	35557	14	46	46	490203	24	1587302	66830	20589	6790	0	0	0	0	0	0	0	0
331.608856	94209	8431374	8337166	45	66.147606	0.364636	69.151718	0.378366	1.073124e+00	2.504631e-09	1.824335e-02	0.000000e+00	36313	35968	16	46	46	496149	24	1606646	66768	20531	6909	1	0	0	0	0	0	0	0
332.608856	94620	8531729	8437110	46	66.404144	0.365356	70.558418	0.381647	1.073234e+00	2.504631e-09	1.836282e-02	0.000000e+00	36562	36110	14	47	47	501837	24	1625541	67140	20390	7090	0	0	0	0	0	0	0	0
333.608887	96257	8634329	8538073	46	66.582596	0.360846	70.423019	0.380024	1.072267e+00	2.504631e-09	1.824134e-02	0.000000e+00	36956	36633	14	47	47	508028	24	1645117	68713	20354	7190	0	0	0	0	0	0	0	0
334.608887	96843	8737491	8640649	47	66.839905	0.366655	70.535515	0.382729	1.073011e+00	2.504631e-09	1.825200e-02	0.000000e+00	37441	37027	12	48	48	513900	24	1664602	68624	20930	7289	0	0	0	0	0	0	0	0
335.608887	98304	8842573	8744270	47	67.058037	0.378815	70.459076	0.387581	1.074573e+00	2.504631e-09	1.824253e-02	0.000000e+00	37941	37655	14	48	48	520252	24	1684764	68548	22274	7481	1	0	0	0	0	0	0	0
336.608887	98305	8948150	8849846	47	67.241280	0.380082	71.485771	0.390689	1.074806e+00	2.504631e-09	1.836284e-02	0.000000e+00	38044	37849	15	48	48	526271	24	1704810	68553	22148	7596	8	0	0	0	0	0	0	0
337.608948	98305	9053985	8955681	47	67.434593	0.381629	71.651077	0.393076	1.075048e+00	2.504631e-09	1.844987e-02	0.000000e+00	38075	37950	14	48	48	532309	24	1724858	68505	22088	7708	4	0	0	0	0	0	0	0
338.608948	98304	9159484	9061181	47	67.707024	0.384165	72.772079	0.397588	1.075492e+00	2.504631e-09	1.862535e-02	0.000000e+00	37926	37848	13	48	48	538126	24	1744913	68449	21945	7910	0	0	0	0	0	0	0	0
339.608948	98306	9265380	9167075	47	67.973816	0.386914	73.685684	0.400866	1.075879e+00	2.504631e-09	1.874429e-02	0.000000e+00	37907	37850	13	48	48	544119	24	1765015	68317	21942	8047	0	0	0	0	0	0	0	0
340.608948	98305	9371016	9272712	47	68.233345	0.390957	74.556984	0.406709	1.076470e+00	2.504631e-09	1.896111e-02	0.000000e+00	38008	37970	13	48	48	550188	24	1785209	68159	21859	8287	0	0	0	0	0	0	0	0
341.608978	98305	9476486	9378182	47	68.447258	0.393510	75.042702	0.411176	1.076903e+00	2.504631e-09	1.912228e-02	0.000000e+00	38057	38032	16	48	48	556155	25	1805268	68099	21728	8478	0	0	0	0	0	0	0	0
342.608978	98305	9582170	9483866	47	68.711945	0.396969	75.949883	0.415446	1.077399e+00	2.504631e-09	1.927814e-02	0.000000e+00	38231	38210	18	48	48	562355	26	1825501	67938	21710	8657	0	0	0	0	0	0	0	0
343.608978	98304	9687969	9589666	47	68.915474	0.398997	76.257607	0.419621	1.077803e+00	2.504631e-09	1.944238e-02	0.000000e+00	37997	37984	17	48	48	568213	26	1845492	67915	21555	8834	0	0	0	0	0	0	0	0
344.608978	98305	9793912	9695608	47	69.136215	0.401282	76.693680	0.423734	1.078218e+00	2.504631e-09	1.960452e-02	0.000000e+00	38142	38134	18	48	48	574248	26	1865746	67879	21404	9022	0	0	0	0	0	0	0	0
345.609009	100460	9900279	9799820	49	69.332703	0.406948	76.185143	0.434786	1.078812e+00	2.504631e-09	1.972191e-02	0.000000e+00	38910	38430	21	50	50	580355	31	1885735	69298	21442	9720	0	0	0	0	0	0	0	0
346.609009	103075	10009944	9906870	50	69.556374	0.432287	75.561058	0.465122	1.082573e+00	2.504631e-09	2.024731e-02	0.000000e+00	39708	39166	19	51	51	586968	31	1906564	69834	21924	11317	0	0	0	0	0	0	0	0
347.609009	104450	10122474	10018025	50	69.782593	0.442528	75.969086	0.467127	1.083915e+00	2.504631e-09	2.018956e-02	0.000000e+00	40116	39759	18	51	51	593543	31	1927813	69741	23196	11513	0	0	0	0	0	0	0	0
348.609009	104449	10235378	10130930	50	69.996742	0.444820	76.616142	0.470903	1.084357e+00	2.504631e-09	2.036964e-02	0.000000e+00	40029	39798	21	51	51	599791	31	1949147	69677	23085	11685	2	0	0	0	0	0	0	0
349.609009	104449	10348713	10244265	50	70.202843	0.446706	76.564774	0.472241	1.084602e+00	2.504631e-09	2.039555e-02	0.000000e+00	40179	40029	22	51	51	606223	31	1970583	69546	23152	11747	4	0	0	0	0	0	0	0
350.609039	104685	10461985	10357301	51	70.455078	0.448288	77.294762	0.474377	1.084825e+00	2.504631e-09	2.046083e-02	0.000000e+00	40541	40214	22	52	52	612723	31	1992317	69639	23169	11871	6	0	0	0	0	0	0	0
351.609039	106498	10576962	10470465	51	70.751366	0.442656	79.333969	0.471404	1.083677e+00	2.504631e-09	2.027011e-02	0.000000e+00	40938	40686	21	52	52	619521	31	2014063	71316	23228	11948	6	0	0	0	0	0	0	0
352.609039	108545	10694097	10585553	52	71.096252	0.472836	78.546364	0.506973	1.089912e+00	2.504631e-09	2.183321e-02	0.000000e+00	41727	41413	21	53	53	626566	31	2036322	71195	23398	13930	22	0	0	0	0	0	0	0
353.609039	108545	10812618	10704074	52	71.321808	0.474826	78.818405	0.509800	1.090274e+00	2.504631e-09	2.194716e-02	0.000000e+00	41896	41701	20	53	53	633496	31	2058901	71104	23377	14029	35	0	0	0	0	0	0	0
354.609039	108546	10930698	10822153	52	71.544617	0.477097	79.182289	0.511772	1.090665e+00	2.504631e-09	2.201890e-02	0.000000e+00	41990	41878	19	53	53	640274	31	2081327	70950	23450	14101	45	0	0	0	0	0	0	0
355.609039	108545	11049249	10940705	52	71.772911	0.479175	80.276794	0.513565	1.091060e+00	2.504631e-09	2.209723e-02	0.000000e+00	42016	41936	20	53	53	646990	31	2103921	70794	23554	14133	64	0	0	0	0	0	0	0
356.609039	108546	11167531	11058986	52	71.973053	0.481501	80.885429	0.515799	1.091506e+00	2.504631e-09	2.219666e-02	0.000000e+00	42071	42014	19	53	53	653782	31	2126487	70633	23657	14160	96	0	0	0	0	0	0	0
357.609039	110191	11286399	11176209	54	72.057869	0.477398	80.844460	0.513290	1.090739e+00	2.504631e-09	2.208605e-02	0.000000e+00	42742	42261	22	55	55	660690	31	2149110	72006	23884	14182	119	0	0	0	0	0	0	0
358.609039	114616	11409129	11294514	55	72.068428	0.461210	81.288353	0.503151	1.087799e+00	2.504631e-09	2.174444e-02	0.000000e+00	43828	43270	24	56	56	668279	32	2172491	76229	24040	14219	128	0	0	0	0	0	0	0
359.609070	114706	11534121	11419416	56	72.321991	0.464448	81.771332	0.505941	1.088397e+00	2.504631e-09	2.178567e-02	0.000000e+00	44415	43828	23	57	57	675580	32	2196286	76026	24249	14267	164	0	0	0	0	0	0	0
360.609070	116737	11660900	11544164	56	72.681946	0.493400	83.021400	0.538002	1.094494e+00	2.504631e-09	2.328748e-02	0.000000e+00	45171	44783	23	57	57	683350	32	2220540	75766	24533	16249	189	0	0	0	0	0	0	0
361.609070	116737	11788555	11671819	56	72.903023	0.496586	82.982544	0.540805	1.095174e+00	2.504631e-09	2.349713e-02	0.000000e+00	45228	44984	24	57	57	690636	32	2244844	75484	24794	16201	258	0	0	0	0	0	0	0
362.609070	116737	11916871	11800135	56	73.037689	0.500424	83.478882	0.544133	1.096096e+00	2.504631e-09	2.394434e-02	0.000000e+00	45339	45193	24	57	57	698100	33	2269318	75185	24991	16256	305	0	0	0	0	0	0	0
363.609070	116737	12045630	11928894	56	73.237709	0.503799	83.391670	0.548678	1.097142e+00	2.504631e-09	2.477296e-02	0.000000e+00	45247	45156	27	57	57	705349	36	2293779	74991	25048	16330	368	0	0	0	0	0	0	0
364.609070	116738	12174087	12057350	56	73.459656	0.506699	83.518211	0.553546	1.098577e+00	2.504631e-09	2.644379e-02	0.000000e+00	45231	45167	25	57	57	712565	36	2318159	74893	24952	16480	413	0	0	0	0	0	0	0
