Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
0	0	0	0	0	0	1	0	1.000000	0.001458	0.000000	1000000
0	0	2	2	1	0	1	0	1.083147	0.001458	94.184669	860397
0	2	12	12	2	0	1	0	1.169566	0.001458	234.519394	858736
4620	0	23	23	1	0	1	0	1.182114	0.001458	271.364563	139603
0	12	59	59	3	0	1	0	1.223806	0.001458	365.817047	858736
0	59	67	67	4	0	1	0	1.422153	0.001458	385.426208	858736
1661	2	90	90	2	0	1	0	1.204315	0.001458	429.534485	1661
0	23	82	82	2	0	1	0	1.312006	0.001458	415.722168	16277
0	23	133	133	2	0	1	0	1.365846	0.001458	464.099030	62919
366738	67	166	166	5	0	1	0	1.828164	0.001458	485.315674	823416
0	166	312	312	6	0	1	0	1.942650	0.001458	549.342590	30681
31805	67	344	344	5	0	1	0	1.771408	0.001458	560.564758	35320
0	166	448	448	6	0	1	0	2.152349	0.001458	584.550415	99113
15888	82	413	413	3	0	1	0	1.588148	0.001458	576.728088	16277
3522	166	529	529	6	0	1	0	2.252803	0.001458	598.696838	57672
714	133	437	437	3	0	1	0	1.724619	0.001458	581.644836	714
4048	23	673	673	2	0	1	0	1.423063	0.001458	622.314880	4048
18732	133	623	623	3	0	1	0	1.960062	0.001458	615.630188	62205
1834	166	715	715	6	0	1	0	2.178781	0.001458	626.114136	1871
218	166	751	751	6	0	1	0	2.140062	0.001458	629.760193	218
21213	166	819	819	6	0	1	1	2.345308	0.001458	638.092102	49006
685	312	762	762	7	0	1	1	2.308739	0.001458	631.062744	30681
35949	23	856	856	2	0	1	0	1.659134	0.001458	642.181885	45705
0	166	836	836	6	0	1	1	2.194133	0.001458	639.605042	5739
2459	166	846	846	6	0	1	0	1.993759	0.001458	641.069336	2459
5420	166	882	882	6	0	1	1	2.220978	0.001458	645.913330	11232
1635	166	840	840	6	0	1	0	2.019447	0.001458	640.060547	4168
10140	166	832	832	6	0	1	0	2.206157	0.001458	639.355225	22106
10933	166	984	984	6	0	1	0	2.254175	0.001458	654.911255	12371
2089	448	973	973	7	0	1	0	2.383344	0.001458	653.897339	3791
3307	762	1237	1237	8	0	1	1	2.661505	0.001458	675.455811	29952
4913	166	1398	1398	6	0	1	0	2.083081	0.001458	686.967102	4989
5346	836	1239	1239	7	0	1	1	2.393190	0.001458	675.729919	5346
1134	166	1257	1257	6	0	1	0	2.052313	0.001458	676.918579	1134
6258	166	1200	1200	6	0	1	1	2.166196	0.001458	673.266785	9404
544	623	1261	1261	4	0	1	0	2.275000	0.001458	677.192139	544
9	166	1247	1247	6	0	1	0	1.903089	0.001458	676.134766	1038
5712	23	1280	1280	2	0	1	1	1.601006	0.001458	678.621033	5726
11128	166	1569	1569	6	0	1	0	2.247429	0.001458	697.347351	11128
4710	166	1285	1285	6	0	1	0	2.126746	0.001458	678.967773	6975
142	623	1386	1386	4	0	1	0	2.321368	0.001458	686.317017	142
345	836	1357	1357	7	0	1	2	2.459363	0.001458	684.179138	374
19	836	1320	1320	7	0	1	1	2.330155	0.001458	681.389099	19
163	166	1323	1323	6	0	1	0	1.936641	0.001458	681.462585	306
253	23	1361	1361	2	0	1	1	1.553922	0.001458	684.742859	253
90	529	1506	1506	7	0	1	0	2.466121	0.001458	693.884827	90
9978	166	1328	1328	6	0	1	0	2.096604	0.001458	681.702515	10775
2398	166	1416	1416	6	0	1	1	1.937390	0.001458	688.180542	2398
12123	166	1625	1625	6	0	1	1	2.282573	0.001458	700.711914	12298
73152	448	1641	1641	7	0	1	0	3.190747	0.001458	702.000854	95322
13	984	1765	1765	7	0	1	0	2.348856	0.001458	709.436890	13
725	166	1723	1723	6	0	1	0	2.142384	0.001458	706.628662	725
26098	1237	1486	1486	9	0	1	1	3.006762	0.001458	692.512085	26645
10505	166	2493	2493	6	0	1	0	2.299721	0.001458	742.439087	10506
92	166	1620	1620	6	0	1	0	1.943279	0.001458	700.419861	92
9427	166	1684	1684	6	0	1	0	2.197428	0.001458	704.951294	9472
2642	819	1978	1978	7	0	1	1	2.582610	0.001458	719.275024	2642
34766	623	1920	1920	4	0	1	0	2.734935	0.001458	716.724548	39664
12814	1641	2113	2113	8	0	1	0	3.619735	0.001458	725.799500	12999
1783	166	1778	1778	6	0	1	1	2.106625	0.001458	710.005798	1783
1573	882	1783	1783	7	0	1	1	2.425112	0.001458	710.152893	1573
2598	166	2061	2061	6	0	1	0	2.007060	0.001458	723.357239	2598
2350	166	1863	1863	6	0	1	0	2.138512	0.001458	714.006775	2485
2301	166	2302	2302	6	0	1	0	2.058760	0.001458	734.449341	2301
90	1486	1876	1876	10	0	1	1	3.084654	0.001458	714.551453	90
10460	529	2178	2178	7	0	1	0	2.556822	0.001458	729.090149	12069
9360	166	1911	1911	6	0	1	0	2.167962	0.001458	716.339661	9360
37	715	2173	2173	7	0	1	0	2.555990	0.001458	728.953552	37
14	166	2118	2118	6	0	1	1	2.025973	0.001458	726.099365	1206
2022	166	2140	2140	6	0	1	0	2.077523	0.001458	727.452148	2022
4743	1920	2152	2152	5	0	1	0	3.057032	0.001458	728.049072	4744
3354	166	2201	2201	6	0	1	0	2.281167	0.001458	729.977661	9461
1441	166	2550	2550	6	0	1	0	2.361878	0.001458	744.609070	1441
1055	166	2590	2590	6	0	1	0	2.033773	0.001458	746.371277	1055
11534	832	2545	2545	7	0	1	0	2.804462	0.001458	744.421509	11535
26	529	2480	2480	7	0	1	1	2.467481	0.001458	742.182983	26
1338	882	2308	2308	7	0	1	1	2.376205	0.001458	734.851685	1338
1702	973	2336	2336	8	0	1	0	2.583214	0.001458	736.080566	1702
44	762	2383	2383	8	0	1	1	2.377490	0.001458	738.182617	44
3212	166	2466	2466	6	0	1	0	2.253283	0.001458	741.559570	3212
1029	1247	2337	2337	7	0	1	0	2.129186	0.001458	736.216736	1029
1182	166	2818	2818	6	0	1	0	2.113091	0.001458	754.399170	1182
6718	166	2422	2422	6	0	1	1	2.308683	0.001458	739.879883	6718
7	1486	2522	2522	10	0	1	1	3.171832	0.001458	743.609497	7
2533	840	2458	2458	7	0	1	0	2.321768	0.001458	741.211365	2533
