Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
0	0	0	0	0	0	1	0	1.000000	0.001458	0.000000	1000000
9002	0	49	49	1	0	1	0	1.298236	0.001458	351.141510	570847
0	0	62	62	1	0	1	0	1.271559	0.001458	395.816925	372068
0	62	108	108	2	0	1	0	1.464297	0.001458	458.808716	31899
6	0	146	146	1	0	1	0	1.130341	0.001458	486.988739	57085
0	108	194	194	3	0	1	0	1.583165	0.001458	514.831360	31899
96220	49	278	278	2	0	1	0	1.717868	0.001458	555.920776	487394
26013	62	321	321	2	0	1	1	1.652143	0.001458	571.151367	295298
0	146	405	405	2	0	1	0	1.335812	0.001458	598.871582	57079
0	194	368	368	4	0	1	0	1.730929	0.001458	586.557800	31899
0	278	516	516	3	0	1	0	1.982026	0.001458	625.495483	10586
48801	49	541	541	2	0	1	1	1.877869	0.001458	631.244202	72774
0	278	687	687	3	0	1	0	1.911528	0.001458	658.689636	39372
0	321	714	714	3	0	1	1	1.915215	0.001458	662.461182	1801
104096	278	712	712	3	0	1	0	2.344211	0.001458	662.042297	308080
0	321	873	873	3	0	1	1	2.117701	0.001458	683.858704	255146
115	687	1084	1084	4	0	1	0	2.199099	0.001458	708.364075	39372
1730	516	908	908	4	0	1	0	2.353207	0.001458	689.359863	10586
44625	62	1143	1143	2	0	1	0	2.020062	0.001458	714.236023	44871
104	541	1228	1228	3	0	1	1	2.408189	0.001458	721.324707	157
805	712	1333	1333	4	0	1	0	2.776778	0.001458	729.907349	9084
31798	368	1442	1442	5	0	1	0	2.427482	0.001458	737.244812	31899
46541	405	1440	1440	3	0	1	0	1.950524	0.001458	737.037659	57079
6730	541	1443	1443	3	0	1	1	2.299818	0.001458	737.276733	16131
43	278	1436	1436	3	0	1	0	2.180989	0.001458	736.947266	10767
2615	1084	1468	1468	5	0	1	0	2.691504	0.001458	739.366638	2692
