Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
622	1876	2544	2544	9	0	1	1	4.133841	0.001458	661.544922	622
824	105	2558	2558	3	0	1	0	1.960280	0.001458	661.941895	824
48	1876	3297	3297	9	0	1	1	3.905900	0.001458	680.648865	48
7578	1321	2692	2692	5	0	1	1	3.864927	0.001458	665.429504	7603
17	362	2673	2673	4	0	1	1	2.223764	0.001458	664.880615	17
446	782	2628	2628	5	0	1	2	2.733863	0.001458	663.742432	446
38	105	3465	3465	3	0	1	0	1.803414	0.001458	684.412781	38
386	270	3075	3075	4	0	1	0	2.456748	0.001458	675.460632	386
1133	1815	2587	2587	6	0	1	0	2.476749	0.001458	662.651184	1133
22320	1321	2857	2857	5	0	1	1	4.523668	0.001458	670.146667	22353
2732	1089	2995	2995	5	0	1	0	3.402339	0.001458	673.331665	2732
642	2177	2758	2758	4	0	1	0	2.097089	0.001458	667.205566	642
496	148	2698	2698	5	0	1	0	2.369245	0.001458	665.566772	496
1260	105	2905	2905	3	0	1	1	2.148750	0.001458	671.030334	1260
82	65	2757	2757	4	0	1	1	1.740255	0.001458	667.165161	82
384	105	2787	2787	3	0	1	1	1.823473	0.001458	668.210083	384
7	580	2998	2998	5	0	1	1	2.691054	0.001458	673.411804	7
38	1544	2713	2713	5	0	1	0	2.617873	0.001458	665.871399	38
134	105	3208	3208	3	0	1	0	1.854865	0.001458	678.575989	134
13	1089	2825	2825	5	0	1	0	2.655102	0.001458	669.331665	13
505	65	2775	2775	4	0	1	0	1.885383	0.001458	667.816345	505
13	105	2824	2824	3	0	1	0	1.717825	0.001458	669.279968	13
2	782	3321	3321	5	0	1	2	2.587937	0.001458	681.134521	2
1108	782	2849	2849	5	0	1	2	3.029837	0.001458	670.003479	1108
14	1544	2860	2860	5	0	1	0	2.661613	0.001458	670.177795	14
19	1252	2991	2991	8	0	1	1	3.192597	0.001458	673.263062	19
33	580	3122	3122	5	0	1	1	2.826608	0.001458	676.502563	33
342	105	3020	3020	3	0	1	0	1.874465	0.001458	673.959412	342
99	362	3077	3077	4	0	1	1	2.228325	0.001458	675.482849	99
23	2692	3014	3014	6	0	1	1	3.881794	0.001458	673.838135	23
427	270	3244	3244	4	0	1	0	2.549255	0.001458	679.421265	427
117	1544	3229	3229	5	0	1	1	2.759717	0.001458	679.214172	117
54	105	3076	3076	3	0	1	1	1.860317	0.001458	675.474915	54
13	1089	3364	3364	5	0	1	0	2.654053	0.001458	682.197510	13
1	270	3677	3677	4	0	0	0	2.078171	0.001458	689.080261	1
181	1876	3415	3415	9	0	1	1	4.247890	0.001458	683.326294	181
